# Exhaustive lling-llang stack-safety disposition ledger.
# Rows D001-D091 reproduce the exact direct-candidate order from pgmcp/libcpg run 44bdd341-48f4-46bf-8829-92988abf55b1.
# Rows S001-S005 cover every mutual SCC from that run. Rows L001-L041 cover the independent 213-file Rust recursive-owned-type audit.
# Every final_revision cell identifies the immutable production commit validated by this ledger.
id	kind	discovery_run	baseline_revision	baseline_file	baseline_line	symbol	scc	feature_profile	reachability	depth_driver	observable_order	sharing_cycle_policy	cancellation_cap	baseline_stack_risk	machine	shallow_oracle	formal_obligations	property_laws	deep_wide_lifecycle_test	complexity	allocation_plan	final_revision	disposition	source_evidence
D091	direct	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/tree.rs	93	crate::Tree < L >::subtree	-	default+all-features	production-library	path length	path order exact	owned acyclic tree	invalid index returns None	baseline input-depth native recursion	tree path cursor loop	src/tree_transducers/tree.rs::test_subtree	OrderedForestMachine.v + stack-safety-ranks.smt2	semantic/order/error equivalence; strict progress; heap-frame well-formedness; native-stack independence	src/tree_transducers/tree.rs::subtree_and_replace_refine_unary_path_semantics + deep_subtree_and_replace_use_constant_native_stack (512 cases; 100,000 edges/256 KiB)	O(path) work/O(1) auxiliary heap	borrowed cursor only	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/tree_transducers/tree.rs:103:self.children()[first].subtree(&path[1..])
S001	mutual-scc	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/path/nbest.rs|src/path/nbest.rs|src/path/nbest.rs	61	crate::OrderedPath < W >::cmp@src/path/nbest.rs:100 | crate::compare_partial_paths@src/path/nbest.rs:61 | crate::compare_queued_paths@src/path/nbest.rs:74	nbest-dispatch	default+all-features	production-library	none; slice Ord dispatch	ordinary comparison delegation	not applicable	not applicable	none	source-dispatch-only	source receiver-type inspection	source-dispatch proof	receiver type proves edge absent	not applicable: no recursion	unchanged O(comparison length)	no recursion allocation	65d82ac550dfee5dceb627457895b035dde49683	false-positive-with-source-evidence	src/path/nbest.rs:63:left.edges.as_slice().cmp(right.edges.as_slice()) | src/path/nbest.rs:76:compare_partial_paths(&left.path, &right.path) | src/path/nbest.rs:101:compare_queued_paths(&self.0, &other.0).reverse() | src/path/nbest.rs:101:compare_queued_paths(&self.0, &other.0)
S002	mutual-scc	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/tree_transducers/transducer.rs|src/tree_transducers/transducer.rs|src/tree_transducers/transducer.rs	174	crate::TreeTransducerOps::instantiate_output_pattern@src/tree_transducers/transducer.rs:214 | crate::TreeTransducerOps::apply_rule@src/tree_transducers/transducer.rs:199 | crate::TreeTransducerOps::transduce_from_state@src/tree_transducers/transducer.rs:174	tree-transducer	default+all-features	production-library	input/output-pattern depth	left-to-right source semantics preserved	owned syntax acyclic; graph/state identity preserved	existing typed failure/budget semantics preserved	baseline input-depth mutual native recursion	tree-transducer SCC PDA	tests/stack_safety_properties.rs::deep_tree_transduction_uses_constant_native_stack	TreeTransducerScc.v	whole-SCC semantic equivalence; termination; explicit heap-stack bound	tests/stack_safety_properties.rs::deep_tree_transduction_uses_constant_native_stack	input/output-sensitive; O(h) control heap	typed contiguous task/frame stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/tree_transducers/transducer.rs:200:self.instantiate_output_pattern(&rule.output_pattern, input) | src/tree_transducers/transducer.rs:232:self.instantiate_output_pattern(subpattern, input) | src/tree_transducers/transducer.rs:225:self.transduce_from_state(*state, child_input) | src/tree_transducers/transducer.rs:185:self.apply_rule(rule, input)
S003	mutual-scc	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/sym_tree.rs|src/symbolic/sym_tree.rs	605	crate::TreeAlgebra < A >::compile_node@src/symbolic/sym_tree.rs:605 | crate::TreeAlgebra < A >::compile@src/symbolic/sym_tree.rs:647	tree-algebra	default+all-features	production-library	TreePred depth	left-to-right source semantics preserved	owned syntax acyclic; graph/state identity preserved	existing typed failure/budget semantics preserved	baseline input-depth mutual native recursion	tree-algebra compilation PDA	tests/stack_safety_properties.rs::deep_tree_algebra_compile_uses_constant_native_stack	TreeTransducerScc.v + ContinuationMachine.v	whole-SCC semantic equivalence; termination; explicit heap-stack bound	tests/stack_safety_properties.rs::deep_tree_algebra_compile_uses_constant_native_stack	input/output-sensitive; O(h) control heap	typed contiguous task/frame stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/sym_tree.rs:656:self.compile(a) | src/symbolic/sym_tree.rs:656:self.compile(b) | src/symbolic/sym_tree.rs:657:self.compile(a) | src/symbolic/sym_tree.rs:657:self.compile(b) | src/symbolic/sym_tree.rs:658:self.compile(x) | src/symbolic/sym_tree.rs:612:self.compile(ch) | src/symbolic/sym_tree.rs:655:self.compile_node(constructor, payload_guard, children)
S004	mutual-scc	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/logict_smt.rs|src/symbolic/logict_smt.rs	325	crate::Z3Env < 'ctx >::term@src/symbolic/logict_smt.rs:325 | crate::Z3Env < 'ctx >::num_binop@src/symbolic/logict_smt.rs:343	z3-term	default+smt-z3	production-library	SmtTerm depth	left-to-right source semantics preserved	owned syntax acyclic; graph/state identity preserved	existing typed failure/budget semantics preserved	baseline input-depth mutual native recursion	Z3 AST construction PDA	src/symbolic/logict_smt.rs Z3 backend matrix	ContinuationMachine.v	whole-SCC semantic equivalence; termination; explicit heap-stack bound	src/symbolic/logict_smt.rs::z3_integer_translation_refines_ground_evaluation + z3_constraint_translation_refines_ground_evaluation + deep_z3_translation_uses_constant_native_stack (512+512 cases; 100,000 levels/256 KiB)	input/output-sensitive; O(h) control heap	typed contiguous task/frame stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/logict_smt.rs:350:self.term(a) | src/symbolic/logict_smt.rs:350:self.term(b) | src/symbolic/logict_smt.rs:333:self.term(a) | src/symbolic/logict_smt.rs:331:self.num_binop(a, b, |x, y| x + y, |x, y| x.bvadd(y)) | src/symbolic/logict_smt.rs:332:self.num_binop(a, b, |x, y| x - y, |x, y| x.bvsub(y))
S005	mutual-scc	44bdd341-48f4-46bf-8829-92988abf55b1	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/presburger.rs|src/symbolic/presburger.rs	389	crate::negate_pred@src/symbolic/presburger.rs:409 | crate::push_negation_inward@src/symbolic/presburger.rs:389	presburger-polarity	default+all-features	production-library	PresburgerPred depth	left-to-right source semantics preserved	owned syntax acyclic; graph/state identity preserved	existing typed failure/budget semantics preserved	baseline input-depth mutual native recursion	polarity normalization PDA	src/symbolic/presburger.rs predicate/NFA matrix	PolarityNormalization.v + SignedPresburgerRemainder.v	whole-SCC semantic equivalence; signed terminal exactness; termination; explicit heap-stack bound	src/symbolic/presburger.rs::polarity_machine_and_nfa_refine_bounded_recursive_semantics + deep_polarity_and_nfa_compilation_use_constant_native_stack (512 cases; 100,000 levels/256 KiB)	input/output-sensitive; O(h) control heap	typed contiguous task/frame stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	src/symbolic/presburger.rs:419:negate_pred(a) | src/symbolic/presburger.rs:419:negate_pred(b) | src/symbolic/presburger.rs:423:negate_pred(a) | src/symbolic/presburger.rs:423:negate_pred(b) | src/symbolic/presburger.rs:427:push_negation_inward(inner) | src/symbolic/presburger.rs:441:push_negation_inward(body) | src/symbolic/presburger.rs:400:negate_pred(inner) | src/symbolic/presburger.rs:393:push_negation_inward(a) | src/symbolic/presburger.rs:394:push_negation_inward(b) | src/symbolic/presburger.rs:397:push_negation_inward(a) | src/symbolic/presburger.rs:398:push_negation_inward(b) | src/symbolic/presburger.rs:403:push_negation_inward(body)
L001	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/cfg/forest.rs	284	ParseTree	-	default+all-features	public-or-production-owned-type	ParseTree recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	parse-tree clone/debug/equality/drop event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	src/cfg/forest.rs::parse_tree_machine_refines_recursive_shape + deep_parse_tree_operations_and_lifecycle_use_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=NodeId,ParseTreeChild,RuleId,Vec
L002	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/cfg/forest.rs	296	ParseTreeChild	-	default+all-features	public-or-production-owned-type	ParseTreeChild recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	parse-tree clone/debug/equality/drop event machines	bounded recursive lifecycle oracle	OrderedForestMachine.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	src/cfg/forest.rs::parse_tree_machine_refines_recursive_shape + deep_parse_tree_operations_and_lifecycle_use_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,EdgeId,ParseTree
L003	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/layers/mathml/types.rs	9	MathType	-	all-features+mathml-semantic	public-or-production-owned-type	MathType recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_math_type_unification_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Arity,Box,MathType,Option,String,Vec,u32,usize
L004	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/layers/mathml/types.rs	564	TypeEnvironment	-	all-features+mathml-semantic	public-or-production-owned-type	TypeEnvironment recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	src/layers/mathml/types.rs::deep_type_environment_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=Box,HashMap,MathType,Option,String,TypeEnvironment,derive
L005	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/layers/syntactic/mettail_type.rs	18	TypeExpr	-	default+all-features	public-or-production-owned-type	TypeExpr recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/cross_carrier_lifecycle_properties.rs::deep_mettail_type_expression_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,String,TypeExpr,Vec
L006	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/llm/mod.rs	393	JsonType	-	default+all-features	public-or-production-owned-type	JsonType recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/cross_carrier_lifecycle_properties.rs::deep_json_type_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,JsonType
L007	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/programming/repair.rs	70	RepairAction	-	default+all-features	public-or-production-owned-type	RepairAction recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_repair_action_operations_use_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Position,Range,RepairAction,String,Vec
L008	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/programming/token.rs	102	TokenPredicate	-	default+all-features	public-or-production-owned-type	TokenPredicate recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_token_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,String,TokenKind,TokenPredicate,Vec
L009	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/programming/token.rs	423	TokenPattern	-	default+all-features	public-or-production-owned-type	TokenPattern recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	pattern clone/debug/drop event machines	bounded recursive lifecycle oracle	TokenPatternMachine.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	src/programming/token.rs::shallow_pattern_machine_matches_recursive_reference + deep_pattern_alternative_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=PatternElement,String,Vec
L010	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/programming/token.rs	431	PatternElement	-	default+all-features	public-or-production-owned-type	PatternElement recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	pattern clone/debug/drop event machines	bounded recursive lifecycle oracle	TokenPatternMachine.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	src/programming/token.rs::shallow_pattern_machine_matches_recursive_reference + deep_pattern_alternative_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=String,TokenPattern,TokenPredicate,Vec
L011	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/programming/traits.rs	142	SyntaxNode	-	default+all-features	public-or-production-owned-type	SyntaxNode recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	syntax-tree ordered worklists and postorder reconstruction	bounded recursive lifecycle oracle	SyntaxTreeMachine.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/syntax_node_stack_safety.rs::deep_syntax_node_operations_use_constant_native_stack + deep_syntax_node_lifecycle_uses_constant_native_stack + deep_syntax_node_reference_conversion_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer STRUCT refs=NodeKind,Option,Range,String,SyntaxNode,Vec,bool,derive
L012	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/any_algebra.rs	86	AnyDomain	-	default+all-features	public-or-production-owned-type	AnyDomain recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/cross_carrier_lifecycle_properties.rs::deep_any_domain_cross_carrier_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=AnyDomain,BigInt,BigRational,Box,HashMap,OrderedF64,String,SumValue,SymTerm,Vec,bool,char,i64
L013	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/any_algebra.rs	144	AnyPred	-	default+all-features	public-or-production-owned-type	AnyPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/cross_carrier_lifecycle_properties.rs::deep_any_predicate_wrapper_lifecycle_uses_constant_native_stack + tests/stack_safety_properties.rs::deep_any_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=AnyPred,BagPred,BigInt,BigRational,BooleanTest,Box,CharClassPred,IntervalPred,MapPred,NaryProductPred,OrderedF64,OrderedFieldPred,RegexPred,StrPred,SumPred,TreePred
L014	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/any_algebra.rs	383	AnyAlgebra	-	default+all-features	public-or-production-owned-type	AnyAlgebra recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/cross_carrier_lifecycle_properties.rs::deep_any_algebra_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=AnyAlgebra,BagAlgebra,BigInt,BigRational,Box,CharClassAlgebra,IntervalAlgebra,KatBooleanAlgebra,MapAlgebra,NaryProductAlgebra,OrderedF64,OrderedFieldAlgebra,RegexAlgebra,StringAlgebra,SumAlgebra,TreeAlgebra
L015	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/behavioral_algebra.rs	145	QDomain	-	default+all-features	public-or-production-owned-type	QDomain recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_behavioral_formula_and_domain_lifecycle_use_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,QDomain,String,Vec,usize
L016	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/behavioral_algebra.rs	157	BehavioralFormula	-	default+all-features	public-or-production-owned-type	BehavioralFormula recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_behavioral_formula_and_domain_lifecycle_use_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=ActionPattern,Arg,BehavioralFormula,Box,QDomain,String,Vec
L017	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/behavioral_pred.rs	37	BehavioralPred	-	default+all-features	public-or-production-owned-type	BehavioralPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/cross_carrier_lifecycle_properties.rs::deep_behavioral_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=BehavioralPred,Box,Option,PredArg,QuantifiedDomain,Quantifier,String,Vec,bool
L018	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/collection_algebra.rs	69	BagPred	-	default+all-features	public-or-production-owned-type	BagPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_bag_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=BagPred,Box,Option,P,u64
L019	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/collection_algebra.rs	723	MapPred	-	default+all-features	public-or-production-owned-type	MapPred recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_map_predicate_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,KP,MapPred,Option,VP,u64
L020	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/kat_algebra.rs	14	BooleanTest	-	default+all-features	public-or-production-owned-type	BooleanTest recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_boolean_test_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=BooleanTest,Box,String
L021	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/logict.rs	56	BranchResult	-	default+all-features	public-or-production-owned-type	BranchResult recursive ownership depth	caller-defined closure semantics	closure capture graph is caller-owned and may be cyclic	caller controls closure execution/cancellation	external capture destructor is outside lling-llang control	iterative internal branch queue; opaque caller closure boundary	stream/fairness behavior tests	external ownership contract + StackMachineProtocol.tla	internal queue is iterative; arbitrary FnOnce captures remain external	src/symbolic/logict.rs stream/fairness unit matrix	internal O(branches); external closure cost unspecified	VecDeque internal queue; closure allocation caller-owned	65d82ac550dfee5dceb627457895b035dde49683	external-boundary	rust-analyzer ENUM refs=Branch,T,Vec
L022	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/logict.rs	64	Branch	-	default+all-features	public-or-production-owned-type	Branch recursive ownership depth	caller-defined closure semantics	closure capture graph is caller-owned and may be cyclic	caller controls closure execution/cancellation	external capture destructor is outside lling-llang control	iterative internal branch queue; opaque caller closure boundary	stream/fairness behavior tests	external ownership contract + StackMachineProtocol.tla	internal queue is iterative; arbitrary FnOnce captures remain external	src/symbolic/logict.rs stream/fairness unit matrix	internal O(branches); external closure cost unspecified	VecDeque internal queue; closure allocation caller-owned	65d82ac550dfee5dceb627457895b035dde49683	external-boundary	rust-analyzer ENUM refs=Box,BranchResult,FnOnce,Item,Iterator,Send,T
L023	owned-lifecycle	rust-analyzer-213-file-type-audit	bc26797854444aa0ec38d06bd3ba991a79bd3da7	src/symbolic/logict.rs	491	QuantifiedFormula	-	default+all-features	public-or-production-owned-type	QuantifiedFormula recursive ownership depth	derived-compatible field/child order	owned lling-llang syntax is acyclic; wrapper crossings type checked	no implicit cap; complete lifecycle	baseline derived lifecycle used input-depth native recursion	typed lifecycle preorder/postorder machines	bounded recursive lifecycle oracle	CrossCarrierLifecycle.v	clone/eq/hash/debug/display/drop trace preservation; exact work accounting	tests/stack_safety_properties.rs::deep_quantified_formula_lifecycle_uses_constant_native_stack	O(n) work/O(h or n output) heap; constant native stack	typed contiguous pending/event/value stacks	65d82ac550dfee5dceb627457895b035dde49683	flattened	rust-analyzer ENUM refs=Box,QuantifiedArg,QuantifiedDomain,QuantifiedFormula,String,Vec
